,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HS6ST3,0,132.869848422762,1,0.941,0,L2,HS6ST3
LRRTM4,0,113.962675008082,1,0.96,0,L2,LRRTM4
ENC1,0,77.8949706391145,0.994,0.92,0,L2,ENC1
EPHA6,0,62.2087714154595,0.986,0.519,0,L2,EPHA6
ARPP19,0,51.2610473976173,0.954,0.884,0,L2,ARPP19
GRIA4,0,42.0082291755498,1,0.973,0,L2,GRIA4
CACNA2D1,0,41.4141944150072,0.997,0.998,0,L2,CACNA2D1
CAMK2N1,0,38.0202284031742,0.962,0.84,0,L2,CAMK2N1
RFX3,0,36.1841293593022,0.993,0.982,0,L2,RFX3
SDK1,0,35.2329703679633,0.89,0.689,0,L2,SDK1
NRGN,0,33.8129286421237,0.93,0.972,0,L2,NRGN
PPFIA2,0,31.9119978939713,0.999,0.999,0,L2,PPFIA2
UNC5D,0,29.05653740391,0.981,0.848,0,L2,UNC5D
EPB41L2,0,28.7405679886323,0.992,0.864,0,L2,EPB41L2
SEPW1,0,27.5306598449261,0.784,0.902,0,L2,SEPW1
FAM19A1,0,25.9582753469373,0.995,0.765,0,L2,FAM19A1
PDGFD,0,22.7035447871822,0.323,0.084,0,L2,PDGFD
HOPX,0,22.5409849273645,0.863,0.623,0,L2,HOPX
MLIP,0,17.0144082588243,0.984,0.914,0,L2,MLIP
DGKB,0,15.9610225954969,0.999,0.918,0,L2,DGKB
CDH9,0,14.5111289504482,0.989,0.752,0,L2,CDH9
LOC101927636,0,14.5062770373413,0.741,0.533,0,L2,LOC101927636
PVRL3,0,14.123212456908,0.985,0.815,0,L2,PVRL3
RASGRF2,0,13.3890616545613,0.992,0.766,0,L2,RASGRF2
LINC01378,0,13.1864151920664,0.971,0.634,0,L2,LINC01378
FTH1,0,13.1469719851577,0.96,0.984,0,L2,FTH1
GPC6,0,11.7144441556006,0.942,0.697,0,L2,GPC6
LRRN1,0,11.7102722411701,0.807,0.598,0,L2,LRRN1
DAPK1,0,10.4836084414875,0.946,0.841,0,L2,DAPK1
ADAMTS9-AS2,0,10.2619168562205,0.635,0.129,0,L2,ADAMTS9-AS2
GLRA3,0,9.96659335575545,0.782,0.302,0,L2,GLRA3
PCSK1N,0,9.75442568849158,0.657,0.8,0,L2,PCSK1N
HPCAL1,0,9.46669315392234,0.633,0.22,0,L2,HPCAL1
GALNT13,0,9.33491105923917,0.967,0.763,0,L2,GALNT13
LOC105379037,0,9.26784016349141,0.257,0.072,0,L2,LOC105379037
GRM1,0,8.47038822648562,0.977,0.79,0,L2,GRM1
IPO5,0,8.36056871512008,0.847,0.692,0,L2,IPO5
LOC105375159,0,8.21886619793013,0.575,0.264,0,L2,LOC105375159
GALNTL6,0,7.42701405643851,0.994,0.734,0,L2,GALNTL6
RGS12,0,7.38633133070586,0.697,0.429,0,L2,RGS12
LOC105369894,0,7.32548329450499,0.6,0.351,0,L2,LOC105369894
PRKG2,0,7.20735644602502,0.66,0.406,0,L2,PRKG2
LINC00508,0,7.04782475735017,0.593,0.231,0,L2,LINC00508
LOC105377459,0,7.04173631231214,0.697,0.462,0,L2,LOC105377459
LOC285768,0,6.71846482754464,0.331,0.097,0,L2,LOC285768
KCNIP2,0,6.58835323463271,0.651,0.301,0,L2,KCNIP2
FREM3,0,6.58121933073979,0.341,0.097,0,L2,FREM3
LOC105377901,0,6.1507365070403,0.362,0.143,0,L2,LOC105377901
SEMA3C,0,5.98668470714636,0.725,0.327,0,L2,SEMA3C
GAPDH,0,5.94366519112972,0.75,0.91,0,L2,GAPDH
ZNF804A,0,5.94235038535516,0.963,0.728,0,L2,ZNF804A
PPP4R4,0,5.36274423743027,0.888,0.566,0,L2,PPP4R4
PAMR1,0,5.21030237244563,0.363,0.151,0,L2,PAMR1
PCDH8,0,5.07434088007771,0.708,0.286,0,L2,PCDH8
KIAA2012,0,4.96266702098814,0.654,0.318,0,L2,KIAA2012
MYO1B,0,4.93980556730826,0.504,0.265,0,L2,MYO1B
TMEM65,0,4.66966052007006,0.856,0.72,0,L2,TMEM65
FAM19A2,0,4.50103592881996,0.978,0.882,0,L2,FAM19A2
NDUFA4,0,4.49523453901355,0.591,0.757,0,L2,NDUFA4
CDK19,0,4.25425985472329,0.909,0.779,0,L2,CDK19
CUX2,0,3.80233184603728,0.982,0.384,0,L2,CUX2
BPTF,0,3.7877079703135,0.898,0.953,0,L2,BPTF
LOC101928278,0,3.54166545012189,0.95,0.644,0,L2,LOC101928278
ITGA4,0,3.49125791233812,0.368,0.097,0,L2,ITGA4
GOLGB1,0,3.35980671130396,0.754,0.87,0,L2,GOLGB1
LINC00507,0,3.30449686858291,0.845,0.335,0,L2,LINC00507
LOC105377390,0,3.16522256865066,0.719,0.476,0,L2,LOC105377390
NHSL2,0,2.88118493871167,0.316,0.079,0,L2,NHSL2
CKMT2,0,2.79225678898857,0.412,0.166,0,L2,CKMT2
MAPK4,0,2.55584222978289,0.906,0.693,0,L2,MAPK4
ZFHX4,0,2.37367873224815,0.386,0.162,0,L2,ZFHX4
ADGRF5,0,2.34165890804405,0.26,0.07,0,L2,ADGRF5
ART3,0,2.30336380638827,0.751,0.403,0,L2,ART3
LOC105377864,0,2.29667982421509,0.339,0.115,0,L2,LOC105377864
KCNK13,0,2.16308039948871,0.173,0.034,0,L2,KCNK13
FGFR2,0,2.15949673237987,0.497,0.169,0,L2,FGFR2
LIPC,0,2.14480850091647,0.287,0.053,0,L2,LIPC
LOC105373766,0,2.08415916642974,0.259,0.086,0,L2,LOC105373766
CUX1,0,2.07819547258342,0.911,0.821,0,L2,CUX1
MAP3K5,0,2.07036907381492,0.97,0.731,0,L2,MAP3K5
CBLN4,0,2.03217725922663,0.7,0.37,0,L2,CBLN4
GLP2R,0,1.82478673114996,0.238,0.073,0,L2,GLP2R
AEN,0,1.81708888427363,0.536,0.281,0,L2,AEN
LINC00326,0,1.81381246137333,0.281,0.026,0,L2,LINC00326
FAM163A,0,1.79296077549065,0.295,0.057,0,L2,FAM163A
TMOD1,0,1.69398000766395,0.635,0.388,0,L2,TMOD1
FLRT2,0,1.68550059260288,0.995,0.96,0,L2,FLRT2
LOC105375160,0,1.66428950444732,0.342,0.123,0,L2,LOC105375160
NTNG1,0,1.64513869282738,0.465,0.225,0,L2,NTNG1
SGK223,0,1.63836786333061,0.749,0.477,0,L2,SGK223
RB1,0,1.60794341438009,0.798,0.896,0,L2,RB1
LOC105370182,0,1.58954066966169,0.247,0.027,0,L2,LOC105370182
GRB14,0,1.48006772977767,0.536,0.217,0,L2,GRB14
CYP1B1-AS1,0,1.40402700680043,0.37,0.089,0,L2,CYP1B1-AS1
LINC00643,0,1.40124512803608,0.42,0.173,0,L2,LINC00643
LOC105377124,0,1.38398814078256,0.268,0.045,0,L2,LOC105377124
CAT,0,1.35673951095435,0.466,0.177,0,L2,CAT
JAG1,0,1.32194937103734,0.319,0.1,0,L2,JAG1
LOC105370183,0,1.29739483778549,0.214,0.035,0,L2,LOC105370183
LINC01197,0,1.29601728797524,0.558,0.318,0,L2,LINC01197
IQCJ-SCHIP1,0,1.26462013020391,0.413,0.115,0,L2,IQCJ-SCHIP1
PLCH2,0,1.21277520159302,0.324,0.107,0,L2,PLCH2
PDE4C,0,1.19913260935907,0.353,0.137,0,L2,PDE4C
CCDC88C,0,1.15851549362343,0.324,0.121,0,L2,CCDC88C
ITPKA,0,1.14445009399629,0.645,0.41,0,L2,ITPKA
TLE1,0,1.14066338518819,0.7,0.459,0,L2,TLE1
LRRC2,0,1.13038624715181,0.38,0.177,0,L2,LRRC2
RCN1,0,1.0961754095243,0.377,0.105,0,L2,RCN1
LOC105374879,0,1.0861375218472,0.378,0.12,0,L2,LOC105374879
CNGB1,0,1.04115852334679,0.187,0.02,0,L2,CNGB1
LOC102723895,0,0.991567102071913,0.589,0.236,0,L2,LOC102723895
LAMP5,0,0.987084438063203,0.381,0.169,0,L2,LAMP5
RFX2,0,0.960166464452448,0.251,0.06,0,L2,RFX2
GPR26,0,0.923953815802099,0.351,0.126,0,L2,GPR26
LZTS1,0,0.90804999169062,0.641,0.411,0,L2,LZTS1
TEK,0,0.89510784321507,0.215,0.057,0,L2,TEK
NEUROD1,0,0.875146357970594,0.266,0.059,0,L2,NEUROD1
CHRDL1,0,0.809251711868514,0.204,0.009,0,L2,CHRDL1
ADAMTS9-AS1,0,0.743353691598716,0.119,0.008,0,L2,ADAMTS9-AS1
FTL,0,0.741288852226099,0.601,0.783,0,L2,FTL
ZNF608,0,0.736286731962011,0.56,0.164,0,L2,ZNF608
KCNH4,0,0.686882472747091,0.268,0.095,0,L2,KCNH4
MN1,0,0.643864357357321,0.284,0.095,0,L2,MN1
LIFR,0,0.635625239592941,0.437,0.624,0,L2,LIFR
LOC102724834,0,0.632888131972719,0.423,0.213,0,L2,LOC102724834
CA4,0,0.599512764297118,0.195,0.041,0,L2,CA4
NDRG1,0,0.586584967854096,0.309,0.12,0,L2,NDRG1
FFAR4,0,0.509912507931237,0.18,0.031,0,L2,FFAR4
C6orf141,0,0.490955508987877,0.141,0.007,0,L2,C6orf141
CYP1B1,0,0.487285406164908,0.175,0.036,0,L2,CYP1B1
TMEM132E,0,0.475956436136378,0.202,0.049,0,L2,TMEM132E
C1QL2,0,0.449762050182198,0.149,0.018,0,L2,C1QL2
POU3F1,0,0.288119543140333,0.267,0.089,0,L2,POU3F1
LOC105369168,0,-0.277750860138219,0.244,0.481,0,L2,LOC105369168
FAT4,0,-0.315701477883173,0.292,0.107,0,L2,FAT4
RASGRP1,0,-0.332235561656725,0.486,0.744,0,L2,RASGRP1
KCNJ8,0,-0.48388727877827,0.003,0.127,0,L2,KCNJ8
LOC105374966,0,-0.635900750146176,0.013,0.16,0,L2,LOC105374966
ALDH1A1,0,-0.693936946023953,0.015,0.143,0,L2,ALDH1A1
TDO2,0,-0.694960527781223,0.028,0.165,0,L2,TDO2
LOC101927768,0,-0.695597461643372,0.375,0.598,0,L2,LOC101927768
SON,0,-0.715402752489261,0.835,0.917,0,L2,SON
PCBP3,0,-0.728861060261139,0.005,0.137,0,L2,PCBP3
WIPI1,0,-0.728938435920568,0.097,0.272,0,L2,WIPI1
PDE4A,0,-0.768620642777583,0.421,0.664,0,L2,PDE4A
PIK3CD,0,-0.775181263326614,0.068,0.235,0,L2,PIK3CD
TSPAN2,0,-0.818889364821376,0.002,0.112,0,L2,TSPAN2
LOC105372487,0,-0.820707860112598,0.025,0.191,0,L2,LOC105372487
LOC105373471,0,-0.856722562634976,0.009,0.133,0,L2,LOC105373471
PDZD2,0,-0.891274591363967,0.992,0.804,0,L2,PDZD2
LOC105376764,0,-0.902275772319423,0.135,0.333,0,L2,LOC105376764
GALNT12,0,-0.936291423645036,0.072,0.259,0,L2,GALNT12
LSAMP-AS1,0,-0.960204965076636,0.182,0.387,0,L2,LSAMP-AS1
TTC39A,0,-0.961883332533097,0.104,0.288,0,L2,TTC39A
SMCHD1,0,-1.00722129763485,0.853,0.93,0,L2,SMCHD1
SH2D1B,0,-1.02200596329788,0.014,0.14,0,L2,SH2D1B
ANXA1,0,-1.02605958067894,0.01,0.163,0,L2,ANXA1
MARCH2,0,-1.03522819202654,0.195,0.401,0,L2,MARCH2
BASP1,0,-1.0866716159142,0.965,0.989,0,L2,BASP1
LOC105376762,0,-1.10857544634148,0.12,0.339,0,L2,LOC105376762
MARCH11,0,-1.13725555949563,0.448,0.662,0,L2,MARCH11
MAP3K8,0,-1.14887096718501,0.067,0.234,0,L2,MAP3K8
REXO2,0,-1.16017107229368,0.251,0.476,0,L2,REXO2
PODXL2,0,-1.19707805952913,0.277,0.494,0,L2,PODXL2
SOCS2,0,-1.22619772746372,0.121,0.338,0,L2,SOCS2
CPT1A,0,-1.23829129460019,0.051,0.205,0,L2,CPT1A
AKAP12,0,-1.28389962253156,0.675,0.843,0,L2,AKAP12
MYH14,0,-1.2869289698794,0.113,0.327,0,L2,MYH14
ADORA1,0,-1.32057409385559,0.243,0.453,0,L2,ADORA1
SLCO4C1,0,-1.35132791954292,0.06,0.217,0,L2,SLCO4C1
PCSK1,0,-1.36272824909047,0.332,0.656,0,L2,PCSK1
TNFRSF19,0,-1.38290262207,0.046,0.226,0,L2,TNFRSF19
LOC102723658,0,-1.41710419755097,0.178,0.372,0,L2,LOC102723658
ZNF841,0,-1.46983562061317,0.272,0.486,0,L2,ZNF841
KLF3,0,-1.48045721490114,0.084,0.375,0,L2,KLF3
FEZF2,0,-1.49931389274386,0.004,0.194,0,L2,FEZF2
CDK18,0,-1.53871746110025,0.05,0.249,0,L2,CDK18
MAST2,0,-1.55435084886529,0.556,0.736,0,L2,MAST2
RASSF5,0,-1.58315619935542,0.264,0.467,0,L2,RASSF5
KCNQ1,0,-1.60235728749233,0.172,0.378,0,L2,KCNQ1
RTTN,0,-1.60390191700162,0.33,0.537,0,L2,RTTN
MID2,0,-1.65532680107756,0.103,0.372,0,L2,MID2
LOC105373866,0,-1.65712328402747,0.037,0.262,0,L2,LOC105373866
SLC7A8,0,-1.68633067068398,0.341,0.553,0,L2,SLC7A8
CPNE7,0,-1.69136657700286,0.08,0.268,0,L2,CPNE7
MUM1,0,-1.69283587283973,0.482,0.689,0,L2,MUM1
RASSF4,0,-1.71396730682666,0.123,0.447,0,L2,RASSF4
LOC100507661,0,-1.72337701437338,0.005,0.115,0,L2,LOC100507661
SEPT6,0,-1.73254573023199,0.318,0.53,0,L2,SEPT6
ZNF815P,0,-1.73969161557702,0.319,0.525,0,L2,ZNF815P
PDCD7,0,-1.76223837173845,0.423,0.641,0,L2,PDCD7
TANGO2,0,-1.78384848065599,0.296,0.509,0,L2,TANGO2
PXDN,0,-1.79299623945836,0.08,0.248,0,L2,PXDN
AHNAK2,0,-1.7977601086844,0.085,0.269,0,L2,AHNAK2
GSN,0,-1.802133486921,0.208,0.423,0,L2,GSN
NFIC,0,-1.86821661718516,0.563,0.725,0,L2,NFIC
LOC105371672,0,-1.91524613948742,0.031,0.247,0,L2,LOC105371672
ANXA5,0,-1.9162084584005,0.156,0.451,0,L2,ANXA5
LDLR,0,-1.9242555557409,0.1,0.283,0,L2,LDLR
LOC400706,0,-1.9488494334002,0.245,0.479,0,L2,LOC400706
CNN3,0,-1.96451735576192,0.129,0.355,0,L2,CNN3
CCDC66,0,-1.9688451282367,0.835,0.924,0,L2,CCDC66
IFITM10,0,-1.97694661001794,0.039,0.295,0,L2,IFITM10
LOC102723390,0,-1.99502180418092,0.542,0.715,0,L2,LOC102723390
LOC105377990,0,-2.05624481783819,0.018,0.195,0,L2,LOC105377990
VAV2,0,-2.05864287391075,0.022,0.25,0,L2,VAV2
KIAA1551,0,-2.09960649997564,0.372,0.586,0,L2,KIAA1551
CACNG7,0,-2.17264143713048,0.447,0.644,0,L2,CACNG7
NRIP3,0,-2.17664244216068,0.069,0.326,0,L2,NRIP3
CCND3,0,-2.1902051351615,0.433,0.645,0,L2,CCND3
PTK7,0,-2.19497775871178,0.037,0.228,0,L2,PTK7
CROCCP3,0,-2.19760483884087,0.363,0.587,0,L2,CROCCP3
HOOK2,0,-2.21021526781312,0.361,0.593,0,L2,HOOK2
PKD1P1,0,-2.21991566676053,0.436,0.633,0,L2,PKD1P1
GRM4,0,-2.25026619301513,0.032,0.187,0,L2,GRM4
ACAT2,0,-2.27219077280923,0.146,0.35,0,L2,ACAT2
PKD1P6,0,-2.29669696899173,0.43,0.676,0,L2,PKD1P6
STXBP6,0,-2.34451869248631,0.768,0.423,0,L2,STXBP6
TIMM23B,0,-2.36037137657739,0.42,0.619,0,L2,TIMM23B
TM6SF1,0,-2.37419787477855,0.111,0.381,0,L2,TM6SF1
LOC105370733,0,-2.37614081601129,0.034,0.173,0,L2,LOC105370733
EPC1,0,-2.40958630086043,0.872,0.938,0,L2,EPC1
DLG5,0,-2.43138075508487,0.222,0.438,0,L2,DLG5
FNBP1,0,-2.4538755294813,0.708,0.855,0,L2,FNBP1
KIAA0355,0,-2.46749275086258,0.325,0.567,0,L2,KIAA0355
SLC24A4,0,-2.46915681512318,0.585,0.272,0,L2,SLC24A4
SEPT4,0,-2.47048280986553,0.176,0.409,0,L2,SEPT4
LOC105373813,0,-2.47317263437552,0.14,0.354,0,L2,LOC105373813
RAB31,0,-2.50769443747797,0.052,0.231,0,L2,RAB31
ANKRD29,0,-2.5238967365737,0.22,0.489,0,L2,ANKRD29
CLTCL1,0,-2.53622288537665,0.023,0.158,0,L2,CLTCL1
SHB,0,-2.53938482612075,0.03,0.204,0,L2,SHB
ZNF91,0,-2.59002637550292,0.586,0.766,0,L2,ZNF91
SPOPL,0,-2.60802738503173,0.646,0.81,0,L2,SPOPL
VPS54,0,-2.62111823428792,0.749,0.862,0,L2,VPS54
MGMT,0,-2.63942627040121,0.341,0.547,0,L2,MGMT
SELO,0,-2.66389867860722,0.591,0.745,0,L2,SELO
PUS7L,0,-2.68137716639888,0.596,0.763,0,L2,PUS7L
SWAP70,0,-2.68959369638912,0.026,0.264,0,L2,SWAP70
ABHD6,0,-2.70431736289642,0.471,0.659,0,L2,ABHD6
ATP1A3,0,-2.7125109705811,0.599,0.809,0,L2,ATP1A3
LMF1,0,-2.71651405833649,0.94,0.71,0,L2,LMF1
C14orf37,0,-2.7253552457772,0.47,0.659,0,L2,C14orf37
NUAK1,0,-2.80066947472624,0.89,0.954,0,L2,NUAK1
GOLIM4,0,-2.8342412019076,0.091,0.342,0,L2,GOLIM4
LOC105378083,0,-2.87262313945205,0.425,0.626,0,L2,LOC105378083
MTX2,0,-2.91708173376987,0.85,0.936,0,L2,MTX2
PDXK,0,-2.93382419895761,0.622,0.77,0,L2,PDXK
APPL2,0,-2.95342166135838,0.553,0.774,0,L2,APPL2
KCMF1,0,-2.99168793961337,0.594,0.757,0,L2,KCMF1
LRRC3B,0,-3.00058465489137,0.038,0.252,0,L2,LRRC3B
SMC6,0,-3.00289173374427,0.615,0.773,0,L2,SMC6
NMT2,0,-3.03997483585607,0.469,0.702,0,L2,NMT2
CD163L1,0,-3.05481757581454,0.198,0.468,0,L2,CD163L1
USP3,0,-3.06804072735635,0.082,0.273,0,L2,USP3
LOC105377968,0,-3.08082719921772,0.136,0.329,0,L2,LOC105377968
PPP4R1,0,-3.1499304652711,0.553,0.726,0,L2,PPP4R1
GUSBP11,0,-3.15200468795927,0.521,0.707,0,L2,GUSBP11
CPNE9,0,-3.17661564625576,0.293,0.525,0,L2,CPNE9
PRKCQ,0,-3.18339172719741,0.068,0.363,0,L2,PRKCQ
VAMP1,0,-3.18744129124663,0.283,0.504,0,L2,VAMP1
FARP2,0,-3.19195143483586,0.525,0.707,0,L2,FARP2
ETFDH,0,-3.20428367052361,0.496,0.699,0,L2,ETFDH
FLT3,0,-3.21203123274318,0.034,0.216,0,L2,FLT3
ARRB1,0,-3.21240237897798,0.456,0.657,0,L2,ARRB1
SENP7,0,-3.22013312214225,0.657,0.809,0,L2,SENP7
LOC101928250,0,-3.24251166445314,0.759,0.409,0,L2,LOC101928250
SSTR2,0,-3.25501443884524,0.168,0.44,0,L2,SSTR2
PDZD7,0,-3.27100105875274,0.462,0.64,0,L2,PDZD7
ZNF37A,0,-3.27811287654113,0.573,0.758,0,L2,ZNF37A
LOC100128497,0,-3.27955650651795,0.004,0.189,0,L2,LOC100128497
CNNM1,0,-3.29156021495384,0.747,0.874,0,L2,CNNM1
MFSD11,0,-3.29342398437197,0.589,0.762,0,L2,MFSD11
ZYX,0,-3.29722564168685,0.459,0.683,0,L2,ZYX
MFN1,0,-3.2988295656038,0.718,0.877,0,L2,MFN1
TTC39B,0,-3.33475303366974,0.483,0.698,0,L2,TTC39B
RASSF8,0,-3.34184156903032,0.132,0.325,0,L2,RASSF8
DENND5A,0,-3.3536437469486,0.555,0.731,0,L2,DENND5A
RSPO3,0,-3.41759612946415,0.017,0.177,0,L2,RSPO3
DZIP1,0,-3.46088378297246,0.812,0.903,0,L2,DZIP1
FDFT1,0,-3.46611158298661,0.357,0.561,0,L2,FDFT1
LOC105377211,0,-3.48798889549801,0.365,0.635,0,L2,LOC105377211
NDUFB8,0,-3.57765699461088,0.74,0.865,0,L2,NDUFB8
FAM198B,0,-3.59129475964879,0.034,0.285,0,L2,FAM198B
TPP2,0,-3.62405825057257,0.69,0.828,0,L2,TPP2
GDPD1,0,-3.63013349550835,0.702,0.825,0,L2,GDPD1
LOC101927359,0,-3.67544400220791,0.482,0.672,0,L2,LOC101927359
LOC101927756,0,-3.69912709391838,0.344,0.568,0,L2,LOC101927756
LOC105369302,0,-3.70378552775886,0.329,0.1,0,L2,LOC105369302
GNB4,0,-3.70754625063814,0.18,0.424,0,L2,GNB4
DDX24,0,-3.71436333128125,0.67,0.825,0,L2,DDX24
PPP3CC,0,-3.72391777668903,0.734,0.86,0,L2,PPP3CC
ZNF37BP,0,-3.73108710366617,0.559,0.761,0,L2,ZNF37BP
USP6NL,0,-3.7373831408856,0.161,0.373,0,L2,USP6NL
SLTM,0,-3.74723979141916,0.746,0.866,0,L2,SLTM
CSGALNACT2,0,-3.74876983384514,0.527,0.71,0,L2,CSGALNACT2
MAK,0,-3.7505445636001,0.546,0.724,0,L2,MAK
NAPEPLD,0,-3.7654773183023,0.784,0.903,0,L2,NAPEPLD
LOC105374113,0,-3.76915615938425,0.082,0.252,0,L2,LOC105374113
STX12,0,-3.78899544987258,0.746,0.857,0,L2,STX12
TAF1D,0,-3.79230946593458,0.465,0.737,0,L2,TAF1D
OR3A1,0,-3.81439256325747,0.044,0.202,0,L2,OR3A1
CCDC186,0,-3.82062024571473,0.623,0.784,0,L2,CCDC186
LOC553103,0,-3.82170203257629,0.666,0.837,0,L2,LOC553103
CNTRL,0,-3.88004005681655,0.445,0.641,0,L2,CNTRL
AKAP13,0,-3.89885056105097,0.488,0.715,0,L2,AKAP13
LOC105377200,0,-3.92893391443585,0.646,0.802,0,L2,LOC105377200
PIK3C2A,0,-3.96568259486632,0.604,0.796,0,L2,PIK3C2A
ZBBX,0,-4.00362245857868,0.712,0.497,0,L2,ZBBX
TANK,0,-4.0206920015338,0.545,0.753,0,L2,TANK
SUSD6,0,-4.02098278635448,0.479,0.661,0,L2,SUSD6
ZNF680,0,-4.03864888744132,0.607,0.773,0,L2,ZNF680
LOC105379290,0,-4.04266015234273,0.09,0.286,0,L2,LOC105379290
RHOBTB3,0,-4.05975990288401,0.216,0.541,0,L2,RHOBTB3
KLF3-AS1,0,-4.0602008521392,0.13,0.541,0,L2,KLF3-AS1
NTRK3,0,-4.06447241104701,0.995,0.953,0,L2,NTRK3
MAGED1,0,-4.08050981614331,0.811,0.907,0,L2,MAGED1
LOC105369166,0,-4.0833890518573,0.278,0.487,0,L2,LOC105369166
EXTL2,0,-4.10715585946523,0.496,0.686,0,L2,EXTL2
CDC42,0,-4.1230175655328,0.652,0.803,0,L2,CDC42
TRABD2A,0,-4.14451469162262,0.03,0.207,0,L2,TRABD2A
STX8,0,-4.14884302175707,0.743,0.876,0,L2,STX8
SHISA9,0,-4.16466352972395,0.988,0.805,0,L2,SHISA9
BBS7,0,-4.18130581422136,0.649,0.849,0,L2,BBS7
PNPLA7,0,-4.19943850032758,0.284,0.499,0,L2,PNPLA7
TMEM72-AS1,0,-4.23043461115025,0.288,0.56,0,L2,TMEM72-AS1
DENND1B,0,-4.23247128052025,0.796,0.899,0,L2,DENND1B
RAD50,0,-4.2502454837048,0.701,0.846,0,L2,RAD50
ZKSCAN1,0,-4.25266717009467,0.739,0.853,0,L2,ZKSCAN1
C12orf5,0,-4.25789455950214,0.425,0.659,0,L2,C12orf5
PBRM1,0,-4.25949508237981,0.769,0.878,0,L2,PBRM1
ZNF780B,0,-4.26551404885944,0.64,0.814,0,L2,ZNF780B
LOC105372079,0,-4.27224238885384,0.096,0.376,0,L2,LOC105372079
TTC1,0,-4.29277642394174,0.652,0.8,0,L2,TTC1
ARID2,0,-4.30586949274618,0.615,0.782,0,L2,ARID2
CMC1,0,-4.34657948655678,0.551,0.76,0,L2,CMC1
RPTOR,0,-4.34915454597445,0.753,0.865,0,L2,RPTOR
PIK3R3,0,-4.35272355505914,0.2,0.523,0,L2,PIK3R3
STAC2,0,-4.40066009085939,0.198,0.451,0,L2,STAC2
LOC441666,0,-4.40699700898928,0.22,0.414,0,L2,LOC441666
ZNF518A,0,-4.4157999201863,0.68,0.817,0,L2,ZNF518A
SLC5A4,0,-4.43040010876108,0.305,0.511,0,L2,SLC5A4
LOC100288974,0,-4.43274510283767,0.13,0.404,0,L2,LOC100288974
ESCO1,0,-4.45123234752818,0.567,0.775,0,L2,ESCO1
NXPE3,0,-4.45559365885253,0.464,0.642,0,L2,NXPE3
CERS4,0,-4.48057402995887,0.485,0.678,0,L2,CERS4
ITGB1,0,-4.52405666607166,0.43,0.676,0,L2,ITGB1
ABCC9,0,-4.53983169536171,0.018,0.363,0,L2,ABCC9
TRIP11,0,-4.54778888130061,0.663,0.81,0,L2,TRIP11
LOC105371497,0,-4.55041596516058,0.027,0.227,0,L2,LOC105371497
GATS,0,-4.56627309968377,0.681,0.814,0,L2,GATS
LOC101926941,0,-4.65866920122459,0.413,0.632,0,L2,LOC101926941
THSD7A,0,-4.6627239950105,0.738,0.159,0,L2,THSD7A
RIC3,0,-4.68991466378292,0.849,0.926,0,L2,RIC3
SOS2,0,-4.72685930938305,0.746,0.861,0,L2,SOS2
PDE7A,0,-4.74365117357442,0.835,0.914,0,L2,PDE7A
SPTBN4,0,-4.79403587471068,0.967,0.986,0,L2,SPTBN4
LOC105373575,0,-4.80971078686507,0.071,0.338,0,L2,LOC105373575
STX7,0,-4.82141325791271,0.666,0.831,0,L2,STX7
FASTKD1,0,-4.86200886118517,0.825,0.907,0,L2,FASTKD1
DNM1L,0,-4.86593895929013,0.926,0.969,0,L2,DNM1L
URI1,0,-4.94793662462754,0.738,0.865,0,L2,URI1
BOD1L1,0,-4.96194925114906,0.635,0.806,0,L2,BOD1L1
BCAT1,0,-4.98081977755783,0.37,0.639,0,L2,BCAT1
PSMA1,0,-4.99682171793966,0.623,0.789,0,L2,PSMA1
USP45,0,-5.00353424046755,0.537,0.743,0,L2,USP45
LNPEP,0,-5.03119594474452,0.585,0.75,0,L2,LNPEP
ZNF487,0,-5.0459544704647,0.243,0.479,0,L2,ZNF487
BTBD11,0,-5.07295086554461,0.037,0.212,0,L2,BTBD11
CXXC4,0,-5.07965772391724,0.129,0.407,0,L2,CXXC4
ST3GAL6,0,-5.0857160955445,0.681,0.862,0,L2,ST3GAL6
TAF15,0,-5.11559922781152,0.879,0.941,0,L2,TAF15
LOC105377329,0,-5.14214387691235,0.081,0.253,0,L2,LOC105377329
LGI1,0,-5.14619442025595,0.601,0.78,0,L2,LGI1
STK33,0,-5.14964520699403,0.067,0.27,0,L2,STK33
SCN9A,0,-5.20347488957148,0.056,0.299,0,L2,SCN9A
UBE2Q2P1,0,-5.21752584780819,0.348,0.556,0,L2,UBE2Q2P1
ANK1,0,-5.22758746164901,0.039,0.309,0,L2,ANK1
GPCPD1,0,-5.25523324241467,0.399,0.625,0,L2,GPCPD1
RELL2,0,-5.25560208359978,0.353,0.584,0,L2,RELL2
MTSS1,0,-5.28626645905707,0.392,0.66,0,L2,MTSS1
TMEM144,0,-5.30738277433428,0.058,0.28,0,L2,TMEM144
IFNAR2,0,-5.31574465228431,0.557,0.755,0,L2,IFNAR2
KCNA1,0,-5.34374359196831,0.516,0.666,0,L2,KCNA1
DNER,0,-5.34891635640869,0.191,0.421,0,L2,DNER
EPHB6,0,-5.35718027673536,0.698,0.814,0,L2,EPHB6
KRIT1,0,-5.37597931302101,0.774,0.879,0,L2,KRIT1
FBXO42,0,-5.38204688688882,0.712,0.837,0,L2,FBXO42
